fecha,departamento,municipio,delito,dia,hora,barrio,zona,clase_de_sitio,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_de_nacimiento,clase_de_empleado,profesion,escolaridad,codigo_dane
2013-01-09,valle,cali (ct),articulo 210 a. acoso sexual,miercoles,16:50:00,ciudad 2000 e16,urbana,vias publicas,,a pie,a pie,13,masculino,soltero,colombia,estudiante,,secundaria,76001000
2013-01-09,valle,cali (ct),articulo 211. actos sexuales con menor de 14 anos (circunstancias de agravacion),miercoles,11:00:00,calypso e13,urbana,dentro de la vivienda,,a pie,a pie,8,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-01-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,00:00:00,san juan bosco e3,urbana,dentro de la vivienda,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-01-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,14:00:00,san juan bosco e3,urbana,dentro de la vivienda,contundentes,a pie,a pie,3,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2013-01-11,valle,cali (ct),articulo 205. acceso carnal violento,viernes,19:30:00,los alcazares e6,urbana,vias publicas,contundentes,a pie,a pie,22,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-11,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,22:30:00,el limonar e17,urbana,casas de habitacion,contundentes,a pie,a pie,70,femenino,divorciado,colombia,independiente,no reportada,superior,76001000
2013-01-12,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,16:00:00,la base e8,urbana,casas de habitacion,,a pie,a pie,11,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-01-12,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,15:00:00,torres de confandi e5,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,27,femenino,union libre,colombia,independiente,,secundaria,76001000
2013-01-13,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,domingo,18:30:00,el poblado i e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,4,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-01-13,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,19:30:00,mariano ramos e16,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,5,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-01-13,valle,cali (ct),articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),domingo,22:00:00,alirio mora beltran e14,urbana,vias publicas,,a pie,a pie,22,femenino,soltero,colombia,independiente,,tecnico,76001000
2013-01-14,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,14:00:00,salomia e4,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,2,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-01-14,valle,cali (ct),articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),lunes,08:00:00,mojica e15,urbana,dentro de la vivienda,,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-01-14,valle,cali (ct),articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),lunes,14:00:00,union de vivienda popular e16,urbana,casas de habitacion,,a pie,a pie,11,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,00:00:00,polvorines e18,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-01-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,15:00:00,salomia e4,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,40,femenino,union libre,colombia,independiente,,primaria,76001000
2013-01-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,14:00:00,mojica e15,urbana,vias publicas,sin empleo de armas,a pie,a pie,39,femenino,union libre,colombia,independiente,,secundaria,76001000
2013-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,16:50:00,el ingenio e17,urbana,vias publicas,no reportado,a pie,a pie,11,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-01-15,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,16:50:00,el ingenio e17,urbana,vias publicas,no reportado,a pie,a pie,12,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-01-16,valle,cali (ct),articulo 205. acceso carnal violento,miercoles,02:00:00,ciudad cordoba e15,urbana,vias publicas,escopolamina,a pie,a pie,20,femenino,soltero,colombia,independiente,,superior,76001000
2013-01-16,valle,cali (ct),articulo 206. acto sexual violento,miercoles,11:30:00,los comuneros i e15,urbana,casas de habitacion,no reportado,a pie,a pie,30,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-17,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,jueves,02:00:00,petecuy i e6,urbana,vias publicas,licor adulterado,a pie,a pie,30,femenino,soltero,,independiente,,primaria,76001000
2013-01-18,valle,cali (ct),articulo 205. acceso carnal violento,viernes,23:30:00,porvenir e4,urbana,vias publicas,escopolamina,conductor taxi,pasajero taxi,29,masculino,soltero,,empleado particular,,secundaria,76001000
2013-01-19,valle,cali (ct),articulo 205. acceso carnal violento,sabado,23:30:00,inv. brisas de las palmas e15,urbana,vias publicas,escopolamina,a pie,a pie,15,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-20,valle,cali (ct),articulo 205. acceso carnal violento,domingo,02:30:00,villa del sur e11,urbana,discotecas,escopolamina,a pie,a pie,17,femenino,soltero,colombia,desempleado,,secundaria,76001000
2013-01-20,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,domingo,18:00:00,santa rita e2,urbana,dentro de la vivienda,contundentes,a pie,a pie,10,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-01-22,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,22:50:00,brisas de los alamos e2,urbana,vias publicas,sin empleo de armas,a pie,a pie,,,,,,,,76001000
2013-01-23,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,08:00:00,brisas de mayo e20,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,6,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-01-23,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,08:00:00,brisas de mayo e20,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,8,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-01-24,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,jueves,17:00:00,manuela beltran e14,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-01-25,valle,cali (ct),articulo 205. acceso carnal violento,viernes,15:58:00,calimio desepaz e21,urbana,vias publicas,contundentes,a pie,a pie,7,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-01-25,valle,cali (ct),articulo 206. acto sexual violento,viernes,22:50:00,brisas de los alamos e2,urbana,vias publicas,contundentes,a pie,a pie,35,femenino,soltero,colombia,empleado particular,,primaria,76001000
2013-01-25,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,08:00:00,napoles e18,urbana,dentro de la vivienda,contundentes,a pie,a pie,5,masculino,soltero,colombia,desempleado,,analfabeta,76001000
2013-01-25,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,00:00:00,jose m. marroquin ii e14,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,12,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-01-25,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,15:00:00,terron colorado e1,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,12,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-26,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,15:00:00,villa san marcos e14,urbana,casas de habitacion,no reportado,a pie,a pie,11,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-01-26,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,15:00:00,villa san marcos e14,urbana,casas de habitacion,no reportado,a pie,a pie,12,masculino,soltero,colombia,no reporta,,secundaria,76001000
2013-01-27,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,domingo,00:00:00,calimio desepaz e21,urbana,dentro de la vivienda,contundentes,a pie,a pie,11,femenino,soltero,colombia,empleado particular,,secundaria,76001000
2013-01-27,valle,cali (ct),articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,domingo,22:40:00,calimio desepaz e21,urbana,casas de habitacion,,a pie,a pie,18,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-28,valle,cali (ct),articulo 205. acceso carnal violento,lunes,14:00:00,alfonso b. aragon e14,urbana,casas de habitacion,no reportado,a pie,a pie,13,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-29,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,10:00:00,manuela beltran e14,urbana,vias publicas,sin empleo de armas,a pie,a pie,20,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-29,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,14:30:00,omar torrijos e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,44,femenino,union libre,colombia,independiente,,primaria,76001000
2013-01-31,valle,cali (ct),articulo 205. acceso carnal violento,jueves,21:10:00,rafael uribe uribe e8,urbana,casas de habitacion,contundentes,a pie,a pie,4,femenino,soltero,colombia,delincuencia,,no reportado,76001000
2013-01-31,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,jueves,18:00:00,urb. colseguros e19,urbana,casas de habitacion,,a pie,a pie,22,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-01-31,valle,cali (ct),articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),jueves,15:00:00,cgto montebello e1,urbana,vias publicas,,a pie,a pie,37,femenino,casado,colombia,independiente,,secundaria,76001000
2013-02-01,valle,cali (ct),articulo 210 a. acoso sexual,viernes,16:00:00,los comuneros ii e13,urbana,casas de habitacion,no reportado,a pie,a pie,15,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-01,valle,cali (ct),articulo 210 a. acoso sexual,viernes,14:00:00,villacolombia e8,urbana,vias publicas,no reportado,a pie,a pie,19,femenino,union libre,colombia,independiente,,secundaria,76001000
2013-02-02,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,sabado,16:00:00,jose m. marroquin ii e14,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,17,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-03,valle,cali (ct),articulo 206. acto sexual violento,domingo,15:00:00,altos de menga e2,urbana,casas de habitacion,no reportado,a pie,a pie,14,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-03,valle,cali (ct),articulo 206. acto sexual violento,domingo,19:00:00,las orquideas e14,urbana,vias publicas,,a pie,a pie,21,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-03,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,16:29:00,las orquideas e14,urbana,vias publicas,,a pie,a pie,3,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-04,valle,cali (ct),articulo 205. acceso carnal violento,lunes,10:00:00,brisas de mayo e20,urbana,dentro de la vivienda,contundentes,a pie,a pie,4,masculino,soltero,colombia,estudiante,,analfabeta,76001000
2013-02-04,valle,cali (ct),articulo 205. acceso carnal violento,lunes,23:00:00,sucre e9,urbana,vias publicas,contundentes,a pie,a pie,51,femenino,soltero,colombia,independiente,,primaria,76001000
2013-02-04,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,lunes,11:00:00,alfonso b. aragon e14,urbana,casas de habitacion,,a pie,a pie,25,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-04,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,22:00:00,belalcazar e9,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,8,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-02-04,valle,cali (ct),articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,lunes,18:00:00,melendez e18,urbana,casas de habitacion,,a pie,a pie,13,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-05,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,21:00:00,villa san marcos e14,urbana,casas de habitacion,no reportado,a pie,a pie,9,femenino,,colombia,no reporta,,,76001000
2013-02-05,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,18:30:00,ciudadela floralia e6,urbana,dentro de la vivienda,contundentes,a pie,a pie,12,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-05,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,martes,18:30:00,diamante e13,urbana,vias publicas,sin empleo de armas,a pie,a pie,3,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-05,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,12:00:00,el poblado i e13,urbana,casas de habitacion,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-05,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,21:00:00,villa san marcos e14,urbana,casas de habitacion,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-06,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,00:00:00,ciudadela del rio e21,urbana,vias publicas,contundentes,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-06,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,18:10:00,alfonso lopez iii e7,urbana,vias publicas,contundentes,a pie,a pie,10,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-07,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,09:00:00,cgto. la sirena e19,rural,casas de habitacion,sin empleo de armas,a pie,a pie,10,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-07,valle,cali (ct),articulo 210 a. acoso sexual,jueves,13:00:00,ciudadela floralia e6,urbana,vias publicas,no reportado,a pie,a pie,42,masculino,soltero,,independiente,,secundaria,76001000
2013-02-08,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,14:00:00,potrero grande e21,urbana,vias publicas,sin empleo de armas,a pie,a pie,14,femenino,union libre,colombia,independiente,,secundaria,76001000
2013-02-08,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,viernes,03:20:00,siloe e20,urbana,dentro de la vivienda,contundentes,a pie,a pie,10,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-09,valle,cali (ct),articulo 205. acceso carnal violento,sabado,01:00:00,puertas del sol e14,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,18,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-09,valle,cali (ct),articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,sabado,23:00:00,valle grande e21,urbana,casas de habitacion,,a pie,a pie,16,masculino,soltero,colombia,independiente,,secundaria,76001000
2013-02-10,valle,cali (ct),articulo 205. acceso carnal violento,domingo,03:00:00,potrero grande e21,urbana,casas de habitacion,escopolamina,a pie,a pie,42,femenino,union libre,colombia,ama de casa,,primaria,76001000
2013-02-10,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,domingo,16:30:00,siloe e20,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,21:30:00,el poblado ii e13,urbana,casas de habitacion,no reportado,a pie,a pie,14,masculino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-10,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,21:30:00,el poblado ii e13,urbana,casas de habitacion,no reportado,a pie,a pie,14,masculino,soltero,colombia,independiente,,secundaria,76001000
2013-02-11,valle,cali (ct),articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,lunes,15:00:00,los cambulos e19,urbana,vias publicas,arma blanca / cortopunzante,a pie,a pie,50,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-11,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,lunes,00:00:00,primavera e11,urbana,casas de habitacion,contundentes,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-11,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,lunes,15:00:00,urbanizacion calimio e6,urbana,vias publicas,sin empleo de armas,a pie,a pie,9,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-12,valle,cali (ct),articulo 206. acto sexual violento,martes,16:30:00,las orquideas e14,urbana,dentro de la vivienda,contundentes,a pie,a pie,14,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-12,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,00:00:00,el calvario e3,urbana,cafe internet,contundentes,a pie,a pie,11,masculino,soltero,colombia,estudiante,,primaria,76001000
2013-02-12,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,martes,15:00:00,centenario e2,urbana,vias publicas,,a pie,a pie,12,femenino,soltero,colombia,independiente,,primaria,76001000
2013-02-12,valle,cali (ct),articulo 210 a. acoso sexual,martes,14:00:00,la gran colombia e11,urbana,vias publicas,no reportado,a pie,a pie,9,femenino,separado,colombia,estudiante,,secundaria,76001000
2013-02-13,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,08:00:00,el guabal e10,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,5,femenino,soltero,colombia,desempleado,,analfabeta,76001000
2013-02-13,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,miercoles,09:00:00,el pondaje e13,urbana,vias publicas,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-13,valle,cali (ct),articulo 210 a. acoso sexual,miercoles,14:30:00,alfonso b. aragon e14,urbana,vias publicas,no reportado,a pie,a pie,27,femenino,soltero,,empleado particular,,tecnico,76001000
2013-02-14,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,jueves,14:00:00,normandia e2,urbana,casas de habitacion,sin empleo de armas,a pie,a pie,4,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-15,valle,cali (ct),articulo 205. acceso carnal violento,viernes,04:00:00,las granjas e10,urbana,vias publicas,no reportado,a pie,a pie,23,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-15,valle,cali (ct),articulo 206. acto sexual violento,viernes,03:00:00,el ingenio e17,urbana,apartamento,licor adulterado,a pie,a pie,41,femenino,divorciado,colombia,empleado particular,,superior,76001000
2013-02-15,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,viernes,00:00:00,potrero grande e21,urbana,casas de habitacion,contundentes,a pie,a pie,12,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-15,valle,cali (ct),articulo 210 a. acoso sexual,viernes,16:30:00,villa san marcos e14,urbana,vias publicas,no reportado,a pie,a pie,40,femenino,union libre,colombia,independiente,,secundaria,76001000
2013-02-15,valle,cali (ct),articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),viernes,22:00:00,los alcazares e6,urbana,dentro de la vivienda,,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-16,valle,cali (ct),articulo 205. acceso carnal violento,sabado,00:00:00,fonaviemcali e6,urbana,dentro de la vivienda,licor adulterado,a pie,a pie,18,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-16,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,sabado,15:00:00,brisas de mayo e20,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,11,femenino,soltero,colombia,estudiante,,primaria,76001000
2013-02-17,valle,cali (ct),articulo 206. acto sexual violento,domingo,19:00:00,alfonso lopez i e7,urbana,casas de habitacion,no reportado,a pie,a pie,39,femenino,casado,colombia,independiente,,secundaria,76001000
2013-02-17,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,domingo,12:00:00,el rodeo e12,urbana,dentro de la vivienda,sin empleo de armas,a pie,a pie,13,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-17,valle,cali (ct),articulo 209. actos sexuales con menor de 14 anos,domingo,08:00:00,torres de confandi e5,urbana,vias publicas,,a pie,a pie,14,masculino,union libre,colombia,independiente,,secundaria,76001000
2013-02-18,valle,cali (ct),articulo 205. acceso carnal violento,lunes,11:00:00,el troncal e8,urbana,dentro de la vivienda,contundentes,a pie,a pie,41,femenino,soltero,colombia,empleado particular,,tecnico,76001000
2013-02-18,valle,cali (ct),articulo 205. acceso carnal violento,lunes,02:00:00,chiminangos i e5,urbana,lote baldio,escopolamina,a pie,a pie,16,femenino,soltero,colombia,estudiante,,secundaria,76001000
2013-02-18,valle,cali (ct),articulo 205. acceso carnal violento,lunes,08:30:00,urb. tequendama e19,urbana,estacion m.i.o.,no reportado,a pie,a pie,21,femenino,soltero,colombia,independiente,,secundaria,76001000
2013-02-18,valle,cali (ct),articulo 206. acto sexual violento,lunes,05:00:00,san fernando nuevo e19,urbana,vias publicas,contundentes,conductor vehiculo,a pie,38,femenino,union libre,colombia,ama de casa,,secundaria,76001000
2013-02-18,valle,cali (ct),articulo 206. acto sexual violento,lunes,05:00:00,urb. tequendama e19,urbana,vias publicas,no reportado,a pie,a pie,38,femenino,union libre,colombia,empleado particular,,secundaria,76001000
2013-02-18,valle,cali (ct),articulo 208. acceso carnal abusivo con menor de 14 anos,lunes,00:00:00,bretana e9,urbana,dentro de la vivienda,contundentes,a pie,a pie,4,femenino,soltero,colombia,desempleado,,analfabeta,76001000
