fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,descripcion_conducta,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane,
2010-05-03,valle,cali (ct),lunes,10:00:00,cgto la buitrera e18,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,35,femenino,union libre,colombia,independiente,no reportado,analfabeta,76001000,1.0
2010-05-05,valle,cali (ct),miercoles,00:00:00,bajos ciudad cordoba  e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,26,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-05-05,valle,cali (ct),miercoles,19:30:00,el retiro e15,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,34,femenino,soltero,colombia,ama de casa,no reportado,tecnico,76001000,1.0
2010-05-06,valle,cali (ct),jueves,10:00:00,santa elena e10,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-05-06,valle,cali (ct),jueves,21:30:00,los comuneros i e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,24,femenino,casado,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-07,valle,cali (ct),viernes,10:00:00,villa mercedes i e21,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,24,femenino,soltero,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-05-08,valle,cali (ct),sabado,13:00:00,cgto la buitrera e18,rural,vias publicas,articulo 210 a. acoso sexual,no reportado,a pie,a pie,25,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-05-08,valle,cali (ct),sabado,16:00:00,chiminangos ii e5,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-09,valle,cali (ct),domingo,21:00:00,el ingenio e17,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,30,femenino,casado,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-09,valle,cali (ct),domingo,23:30:00,alfonso lopez i e7,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,conductor taxi,conductor taxi,19,femenino,soltero,colombia,desempleado,no reportado,secundaria,76001000,1.0
2010-05-10,valle,cali (ct),lunes,00:00:00,chiminangos i e5,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,2,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-05-10,valle,cali (ct),lunes,04:05:00,villa san marcos e14,urbana,casas de habitacion,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma de fuego,a pie,a pie,30,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-11,valle,cali (ct),martes,13:00:00,ciudad talanga e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,46,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-05-13,valle,cali (ct),jueves,19:00:00,el poblado ii e13,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-05-14,valle,cali (ct),viernes,00:00:00,los robles e13,urbana,"colegios, escuelas",articulo 205. acceso carnal violento,no reportado,a pie,a pie,16,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-05-16,valle,cali (ct),domingo,08:00:00,diamante e13,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-05-16,valle,cali (ct),domingo,08:00:00,diamante e13,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-05-16,valle,cali (ct),domingo,22:30:00,el rodeo e12,urbana,vias publicas,articulo 205. acceso carnal violento,arma blanca,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-05-17,valle,cali (ct),lunes,12:50:00,lleras camargo e20,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,4,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-05-17,valle,cali (ct),lunes,14:45:00,los parques e5,urbana,vias publicas,articulo 206. acto sexual violento,no reportado,a pie,a pie,16,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-17,valle,cali (ct),lunes,23:00:00,union de vivienda popular e16,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,44,femenino,casado,colombia,independiente,no reportado,tecnico,76001000,1.0
2010-05-19,valle,cali (ct),miercoles,00:00:00,el jardin e11,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-05-19,valle,cali (ct),miercoles,15:30:00,inv. nueva ilusion e13,urbana,casas de habitacion,articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-05-19,valle,cali (ct),miercoles,20:00:00,los alcazares e6,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-05-20,valle,cali (ct),jueves,01:00:00,quintas del sol e14,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-05-21,valle,cali (ct),viernes,00:00:00,cgto la buitrera e18,rural,callejon,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,6,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-05-21,valle,cali (ct),viernes,00:00:00,valle del lili e17,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,35,masculino,casado,no reportado,comerciante,no reportado,secundaria,76001000,1.0
2010-05-24,valle,cali (ct),lunes,18:00:00,el paraiso e12,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,17,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-25,valle,cali (ct),martes,00:00:00,el jardin e11,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,23,femenino,soltero,colombia,ama de casa,no reportado,analfabeta,76001000,1.0
2010-05-25,valle,cali (ct),martes,00:00:00,vistahermosa e1,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,35,femenino,union libre,no reportado,independiente,no reportado,tecnico,76001000,1.0
2010-05-25,valle,cali (ct),martes,04:40:00,calimio desepaz e21,urbana,vias publicas,articulo 205. acceso carnal violento,arma blanca,a pie,a pie,35,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-05-26,valle,cali (ct),miercoles,17:30:00,santa elena e10,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,29,femenino,union libre,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-05-27,valle,cali (ct),jueves,03:00:00,el troncal e8,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-27,valle,cali (ct),jueves,13:00:00,ciudadela confandi e17,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-05-29,valle,cali (ct),sabado,00:00:00,la nueva base e8,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-05-29,valle,cali (ct),sabado,19:00:00,el rodeo e12,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-05-30,valle,cali (ct),domingo,00:00:00,camilo torres e4,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,47,masculino,casado,colombia,independiente,no reportado,primaria,76001000,1.0
2010-05-30,valle,cali (ct),domingo,16:00:00,colseguros andes e10,urbana,casas de habitacion,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,29,femenino,soltero,no reportado,independiente,no reportado,secundaria,76001000,1.0
2010-06-02,valle,cali (ct),miercoles,00:00:00,terron colorado e1,urbana,vias publicas,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma de fuego,a pie,a pie,20,femenino,soltero,no reportado,independiente,no reportado,secundaria,76001000,1.0
2010-06-02,valle,cali (ct),miercoles,11:00:00,gualanday e21,urbana,dentro de la vivienda,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-02,valle,cali (ct),miercoles,20:00:00,los conquistadores e11,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,24,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-06-03,valle,cali (ct),jueves,07:15:00,melendez e18,urbana,"bares, cantinas y similares",articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,no reportado,a pie,a pie,18,femenino,soltero,colombia,empleado particular,no reportado,tecnico,76001000,1.0
2010-06-04,valle,cali (ct),viernes,00:00:00,valle grande e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,4,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-06-04,valle,cali (ct),viernes,16:00:00,los comuneros ii e13,rural,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,13,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-06-05,valle,cali (ct),sabado,01:00:00,ulpiano lloreda e13,urbana,casas de habitacion,articulo 206. acto sexual violento,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-06,valle,cali (ct),domingo,00:00:00,el retiro e15,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-06,valle,cali (ct),domingo,00:00:00,san marino e7,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-06,valle,cali (ct),domingo,07:00:00,bolivariano e4,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,29,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-06-07,valle,cali (ct),lunes,13:30:00,ciudad cordoba e15,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,11,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-07,valle,cali (ct),lunes,15:00:00,manuela beltran e14,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,10,femenino,separado,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-07,valle,cali (ct),lunes,20:30:00,inv. cinta belisario e13,rural,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,femenino,soltero,colombia,ama de casa,no reportado,analfabeta,76001000,1.0
2010-06-08,valle,cali (ct),martes,00:00:00,alfonso lopez i e7,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,4,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-06-09,valle,cali (ct),miercoles,00:00:00,simon bolivar e8,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,24,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-06-09,valle,cali (ct),miercoles,10:00:00,villa del lago e13,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,16,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-09,valle,cali (ct),miercoles,17:30:00,puerto mallarino e7,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-10,valle,cali (ct),jueves,10:30:00,el refugio e19,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,estudiante,no reportado,analfabeta,76001000,1.0
2010-06-11,valle,cali (ct),viernes,00:00:00,calimio desepaz e21,urbana,vias publicas,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-11,valle,cali (ct),viernes,00:00:00,el retiro e15,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-12,valle,cali (ct),sabado,05:00:00,batallon pichinchae18,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,contundentes,a pie,a pie,24,femenino,soltero,colombia,independiente,no reportado,tecnico,76001000,1.0
2010-06-13,valle,cali (ct),domingo,17:00:00,villa san marcos e14,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,57,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-06-14,valle,cali (ct),lunes,05:30:00,chiminangos ii e5,urbana,apartamento,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-14,valle,cali (ct),lunes,22:00:00,brisas del limonar e16,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-06-15,valle,cali (ct),martes,00:00:00,terron colorado e1,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,8,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-16,valle,cali (ct),miercoles,10:30:00,ciudadela floralia e6,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-16,valle,cali (ct),miercoles,12:00:00,jorge eliecer gaitan e6,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-16,valle,cali (ct),miercoles,19:00:00,potrero grande e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,37,femenino,union libre,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-06-16,valle,cali (ct),miercoles,21:30:00,union de vivienda popular e16,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-17,valle,cali (ct),jueves,00:00:00,torres de confandi e5,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,4,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-06-17,valle,cali (ct),jueves,13:30:00,antonio narino e16,urbana,casas de habitacion,articulo 206. acto sexual violento,contundentes,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-17,valle,cali (ct),jueves,15:00:00,la fortaleza e11,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,6,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-06-18,valle,cali (ct),viernes,10:00:00,siloe e20,urbana,casas de habitacion,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma de fuego,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-19,valle,cali (ct),sabado,00:00:00,fepicol e7,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-21,valle,cali (ct),lunes,00:00:00,ciudadela floralia e6,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,6,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-06-21,valle,cali (ct),lunes,00:00:00,ciudadela floralia e6,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,6,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-06-21,valle,cali (ct),lunes,16:00:00,marroquin i e14,urbana,vias publicas,articulo 210 a. acoso sexual,no reportado,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-06-22,valle,cali (ct),martes,11:00:00,sin especificar,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,sin empleo de armas,a pie,a pie,17,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000,1.0
2010-06-23,valle,cali (ct),miercoles,00:00:00,las orquideas e14,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,42,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-06-27,valle,cali (ct),domingo,10:30:00,la legua e1,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,8,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000,1.0
2010-06-28,valle,cali (ct),lunes,10:00:00,mojica e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,31,femenino,soltero,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-07-04,valle,cali (ct),domingo,02:00:00,santa monica residencial e2,urbana,casas de habitacion,articulo 206. acto sexual violento,contundentes,a pie,a pie,44,femenino,union libre,colombia,independiente,no reportado,tecnico,76001000,1.0
2010-07-04,valle,cali (ct),domingo,05:30:00,manuela beltran e14,urbana,casas de habitacion,articulo 205. acceso carnal violento,no reportado,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-07-05,valle,cali (ct),lunes,07:00:00,urb. militar e19,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,51,femenino,casado,colombia,independiente,no reportado,tecnico,76001000,1.0
2010-07-07,valle,cali (ct),miercoles,07:00:00,el sena e5,urbana,vias publicas,articulo 210 a. acoso sexual,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-07-08,valle,cali (ct),jueves,09:00:00,el jordan e18,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-07-10,valle,cali (ct),sabado,18:00:00,las acacias e10,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-07-10,valle,cali (ct),sabado,23:00:00,el troncal e8,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,14,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-11,valle,cali (ct),domingo,00:00:00,valle grande e21,urbana,vias publicas,articulo 210 a. acoso sexual,no reportado,a pie,a pie,28,femenino,union libre,colombia,desempleado,no reportado,secundaria,76001000,1.0
2010-07-11,valle,cali (ct),domingo,09:20:00,panamericano e10,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,44,femenino,divorciado,colombia,independiente,no reportado,superior,76001000,1.0
2010-07-11,valle,cali (ct),domingo,18:00:00,el guabal e10,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,42,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-07-11,valle,cali (ct),domingo,19:00:00,mariano ramos e16,urbana,casas de habitacion,articulo 206. acto sexual violento,contundentes,a pie,a pie,84,femenino,viudo,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-07-12,valle,cali (ct),lunes,09:00:00,alameda e9,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,11,femenino,soltero,colombia,desempleado,no reportado,primaria,76001000,1.0
2010-07-13,valle,cali (ct),martes,12:00:00,el poblado i e13,urbana,vias publicas,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma blanca,a pie,a pie,50,femenino,soltero,colombia,independiente,no reportado,analfabeta,76001000,1.0
2010-07-13,valle,cali (ct),martes,19:30:00,el poblado i e13,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,26,femenino,union libre,colombia,independiente,no reportado,primaria,76001000,1.0
2010-07-13,valle,cali (ct),martes,21:00:00,ciudadela floralia e6,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-07-14,valle,cali (ct),miercoles,00:00:00,pizamos i e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,10,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-07-14,valle,cali (ct),miercoles,16:00:00,el guabal e10,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-16,valle,cali (ct),viernes,03:00:00,guayaquil e9,urbana,discotecas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,51,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-07-17,valle,cali (ct),sabado,00:00:00,las ceibas e7,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-07-17,valle,cali (ct),sabado,21:00:00,santa monica popular e8,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,35,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-18,valle,cali (ct),domingo,05:00:00,departamental e10,urbana,"hoteles, residencias, y similares.",articulo 205. acceso carnal violento,no reportado,a pie,a pie,33,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-07-18,valle,cali (ct),domingo,16:30:00,marroquin i e14,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-07-20,valle,cali (ct),martes,09:00:00,marroquin i e14,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,femenino,soltero,colombia,desempleado,no reportado,primaria,76001000,1.0
2010-07-23,valle,cali (ct),viernes,19:00:00,petecuy i e6,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,41,femenino,union libre,colombia,ama de casa,no reportado,analfabeta,76001000,1.0
2010-07-25,valle,cali (ct),domingo,04:00:00,la rivera e5,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,25,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-25,valle,cali (ct),domingo,04:00:00,marroquin i e14,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,24,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-26,valle,cali (ct),lunes,05:10:00,las orquideas e14,urbana,casas de habitacion,articulo 205. acceso carnal violento,arma blanca,a pie,a pie,36,femenino,soltero,no reportado,independiente,no reportado,secundaria,76001000,1.0
2010-07-26,valle,cali (ct),lunes,14:00:00,cristobal colon e10,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,27,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-26,valle,cali (ct),lunes,19:00:00,puerto mallarino e7,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,31,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-30,valle,cali (ct),viernes,01:00:00,el guabal e10,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,arma blanca,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-07-30,valle,cali (ct),viernes,13:00:00,ciudad cordoba e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,24,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-07-30,valle,cali (ct),viernes,17:30:00,republica israel e16,urbana,vias publicas,articulo 205. acceso carnal violento,arma de fuego,conductor taxi,a pie,22,femenino,union libre,colombia,ama de casa,no reportado,tecnico,76001000,1.0
2010-07-30,valle,cali (ct),viernes,22:30:00,las delicias,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,27,femenino,soltero,colombia,comerciante,no reportado,secundaria,76001000,1.0
2010-07-31,valle,cali (ct),sabado,00:00:00,la rivera e5,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,32,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-01,valle,cali (ct),domingo,10:00:00,siloe e20,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,25,femenino,soltero,no reportado,ama de casa,no reportado,secundaria,76001000,1.0
2010-08-02,valle,cali (ct),lunes,00:00:00,calimio desepaz e21,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-02,valle,cali (ct),lunes,07:30:00,el poblado ii e13,urbana,"colegios, escuelas",articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,12,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-02,valle,cali (ct),lunes,17:00:00,siloe e20,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,19,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
