fecha,departamento,municipio,dia,hora,barrio,zona,clase_sitio,descripcion_conducta,arma_empleada,movil_agresor,movil_victima,edad,sexo,estado_civil,pais_nace,clase_empleado,profesion,escolaridad,codigo_dane,
2010-08-02,valle,cali (ct),lunes,21:30:00,canaveralejo e20,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,24,femenino,casado,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-03,valle,cali (ct),martes,08:00:00,laureano gomez e15,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,21,femenino,union libre,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-08-04,valle,cali (ct),miercoles,07:00:00,inv. brisas de comuneros  e15,rural,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,39,femenino,union libre,colombia,independiente,no reportado,analfabeta,76001000,1.0
2010-08-04,valle,cali (ct),miercoles,21:00:00,petecuy ii e6,urbana,vias publicas,articulo 205. acceso carnal violento,no reportado,no reportado,no reportado,12,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-05,valle,cali (ct),jueves,00:00:00,san juan bosco e3,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,masculino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-06,valle,cali (ct),viernes,10:00:00,santa monica residencial e2,urbana,local comercial,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,21,femenino,soltero,colombia,independiente,no reportado,superior,76001000,1.0
2010-08-06,valle,cali (ct),viernes,14:00:00,ciudad talanga e21,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,14,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-06,valle,cali (ct),viernes,15:30:00,altos de menga e2,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-06,valle,cali (ct),viernes,23:00:00,cgto navarro e21,rural,casas de habitacion,articulo 206. acto sexual violento,contundentes,a pie,a pie,35,femenino,union libre,colombia,comerciante,no reportado,primaria,76001000,1.0
2010-08-07,valle,cali (ct),sabado,20:00:00,union de vivienda popular e16,urbana,casas de habitacion,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,16,femenino,soltero,colombia,ama de casa,no reportado,analfabeta,76001000,1.0
2010-08-08,valle,cali (ct),domingo,12:00:00,,rural,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,35,femenino,union libre,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-08,valle,cali (ct),domingo,16:00:00,potrero grande e21,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,18,femenino,soltero,colombia,independiente,no reportado,tecnico,76001000,1.0
2010-08-08,valle,cali (ct),domingo,17:30:00,siloe e20,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-09,valle,cali (ct),lunes,11:00:00,siloe e20,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-09,valle,cali (ct),lunes,14:00:00,el guabal e10,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-10,valle,cali (ct),martes,00:00:00,alameda e9,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,28,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-11,valle,cali (ct),miercoles,13:40:00,san fernando nuevo e19,urbana,vias publicas,articulo 205. acceso carnal violento,arma de fuego,vehiculo,a pie,29,femenino,casado,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-11,valle,cali (ct),miercoles,15:00:00,terron colorado e1,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,21,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-08-12,valle,cali (ct),jueves,07:00:00,mojica e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-12,valle,cali (ct),jueves,07:00:00,mojica e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-12,valle,cali (ct),jueves,07:00:00,mojica e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-13,valle,cali (ct),viernes,10:30:00,mojica e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-13,valle,cali (ct),viernes,12:00:00,antonio narino e16,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-13,valle,cali (ct),viernes,13:30:00,brisas de los alamos e2,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,47,femenino,casado,colombia,independiente,fisioterapeuta,superior,76001000,1.0
2010-08-14,valle,cali (ct),sabado,00:00:00,desepaz invicali e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-14,valle,cali (ct),sabado,08:35:00,puerto nuevo e7,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-14,valle,cali (ct),sabado,18:30:00,las orquideas e14,urbana,vias publicas,articulo 210 a. acoso sexual,no reportado,a pie,a pie,45,femenino,union libre,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-08-15,valle,cali (ct),domingo,14:00:00,nueva floresta e12,urbana,vias publicas,articulo 206. acto sexual violento,contundentes,a pie,a pie,18,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-16,valle,cali (ct),lunes,11:00:00,jose m. marroquin ii e14,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,no reportado,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-17,valle,cali (ct),martes,23:00:00,nueva floresta e12,urbana,vias publicas,articulo 205. acceso carnal violento,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-18,valle,cali (ct),miercoles,11:05:00,el jardin e11,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-08-18,valle,cali (ct),miercoles,14:00:00,laureano gomez e15,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,separado,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-08-18,valle,cali (ct),miercoles,15:00:00,manuela beltran e14,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,17,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-19,valle,cali (ct),jueves,00:00:00,maracaibo e11,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,31,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-20,valle,cali (ct),viernes,00:00:00,cgto felidia e1,rural,fincas y similares,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-20,valle,cali (ct),viernes,12:00:00,popular e4,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-20,valle,cali (ct),viernes,15:00:00,buenos aires e18,urbana,casas de habitacion,articulo 210 a. acoso sexual,no reportado,a pie,a pie,40,femenino,union libre,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-20,valle,cali (ct),viernes,15:00:00,chapinero e8,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,58,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-20,valle,cali (ct),viernes,22:00:00,el cortijo e20,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,contundentes,a pie,a pie,17,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-21,valle,cali (ct),sabado,14:00:00,potrero grande e21,urbana,casas de habitacion,articulo 205. acceso carnal violento,no reportado,a pie,a pie,37,femenino,soltero,colombia,ama de casa,no reportado,primaria,76001000,1.0
2010-08-22,valle,cali (ct),domingo,22:00:00,prados de oriente e11,urbana,vias publicas,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,no reportado,conductor taxi,conductor taxi,20,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-23,valle,cali (ct),lunes,00:00:00,el rodeo e12,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-23,valle,cali (ct),lunes,00:00:00,vereda cascajal e22,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,39,femenino,soltero,colombia,independiente,no reportado,superior,76001000,1.0
2010-08-23,valle,cali (ct),lunes,12:00:00,polvorines e18,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,11,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-23,valle,cali (ct),lunes,15:00:00,siloe e20,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-08-24,valle,cali (ct),martes,00:00:00,las ceibas e7,urbana,casas de habitacion,articulo 210 a. acoso sexual,no reportado,a pie,a pie,16,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-24,valle,cali (ct),martes,14:30:00,cgto felidia e1,rural,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,11,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-25,valle,cali (ct),miercoles,09:00:00,sector alto los chorros e18,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-25,valle,cali (ct),miercoles,12:30:00,cgto la buitrera e18,rural,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,25,femenino,soltero,colombia,independiente,no reportado,superior,76001000,1.0
2010-08-25,valle,cali (ct),miercoles,23:00:00,las ceibas e7,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,28,femenino,union libre,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-26,valle,cali (ct),jueves,16:00:00,el calvario e3,urbana,local comercial,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,9,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-26,valle,cali (ct),jueves,19:00:00,tequendama e19,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,10,masculino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-27,valle,cali (ct),viernes,18:30:00,el poblado ii e13,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,25,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-27,valle,cali (ct),viernes,19:00:00,jose m. marroquin ii e14,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-08-29,valle,cali (ct),domingo,00:00:00,quintas de salomia e6,urbana,vias publicas,articulo 206. acto sexual violento,contundentes,a pie,a pie,47,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-08-29,valle,cali (ct),domingo,20:00:00,ciudad talanga e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,27,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-08-30,valle,cali (ct),lunes,09:30:00,el retiro e15,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-30,valle,cali (ct),lunes,16:00:00,belisario caicedo e20,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,3,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-08-31,valle,cali (ct),martes,00:00:00,brisas de los alamos e2,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-08-31,valle,cali (ct),martes,01:10:00,alfonso b. aragon e14,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-09-01,valle,cali (ct),miercoles,03:51:00,terron colorado e1,urbana,vias publicas,articulo 206. acto sexual violento,no reportado,a pie,a pie,22,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000,1.0
2010-09-01,valle,cali (ct),miercoles,18:00:00,san marino e7,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,masculino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-09-02,valle,cali (ct),jueves,18:00:00,union de vivienda popular e16,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,6,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-09-03,valle,cali (ct),viernes,00:00:00,alfonso b. aragon e14,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-09-05,valle,cali (ct),domingo,03:00:00,republica israel e16,urbana,casas de habitacion,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,no reportado,a pie,a pie,16,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-09-06,valle,cali (ct),lunes,14:49:00,morichal de comfandi e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-09-06,valle,cali (ct),lunes,15:00:00,alto napoles e18,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,47,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-09-14,valle,cali (ct),martes,09:00:00,la base,urbana,casas de habitacion,articulo 211. acceso carnal abusivo con menor de 14 anos (circunstancias agravacion),no reportado,no reportado,no reportado,3,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-09-16,valle,cali (ct),jueves,13:46:00,simon bolivar e8,urbana,vias publicas,articulo 205. acceso carnal violento,contundentes,a pie,a pie,25,femenino,union libre,no reportado,empleado particular,no reportado,secundaria,76001000,1.0
2010-09-18,valle,cali (ct),sabado,09:00:00,terron colorado e1,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,31,femenino,union libre,colombia,independiente,no reportado,tecnico,76001000,1.0
2010-09-18,valle,cali (ct),sabado,10:30:00,primitivo crespo e8,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,44,femenino,union libre,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-09-18,valle,cali (ct),sabado,21:30:00,ciudad modelo e11,urbana,"colegios, escuelas",articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,arma blanca,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-09-19,valle,cali (ct),domingo,06:00:00,uribe uribe e8,urbana,dentro de la vivienda,articulo 210. acceso carnal o acto sexual abusivo con incapaz de resistir,no reportado,a pie,a pie,32,femenino,casado,colombia,empleado particular,no reportado,secundaria,76001000,1.0
2010-09-19,valle,cali (ct),domingo,23:00:00,tierra blanca e20,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-09-20,valle,cali (ct),lunes,04:00:00,par. monaco e20,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,28,femenino,soltero,colombia,empleado particular,no reportado,primaria,76001000,1.0
2010-09-20,valle,cali (ct),lunes,15:00:00,aguablanca e11,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,no reportado,a pie,a pie,33,femenino,soltero,colombia,empleado particular,no reportado,secundaria,76001000,1.0
2010-09-20,valle,cali (ct),lunes,19:30:00,melendez e18,rural,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,3,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-09-21,valle,cali (ct),martes,21:30:00,charco azul e13,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-09-22,valle,cali (ct),miercoles,14:30:00,santo domingo e10,urbana,casas de habitacion,articulo 206. acto sexual violento,no reportado,a pie,a pie,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-09-24,valle,cali (ct),viernes,23:40:00,republica israel e16,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-09-25,valle,cali (ct),sabado,00:00:00,melendez e18,urbana,dentro de la vivienda,articulo 205. acceso carnal violento,contundentes,a pie,a pie,19,masculino,soltero,colombia,etnia indigena,no reportado,superior,76001000,1.0
2010-09-25,valle,cali (ct),sabado,17:30:00,jose m. marroquin ii e14,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,administrador hotelero,primaria,76001000,1.0
2010-09-27,valle,cali (ct),lunes,23:00:00,brisas de mayo e20,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,42,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-09-28,valle,cali (ct),martes,00:00:00,union de vivienda popular e16,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,2,masculino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-09-28,valle,cali (ct),martes,21:30:00,san carlos e11,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,4,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-09-29,valle,cali (ct),miercoles,10:00:00,altos de menga e2,urbana,dentro de la vivienda,articulo 206. acto sexual violento,arma blanca,a pie,a pie,21,femenino,union libre,colombia,ama de casa,no reportado,tecnico,76001000,1.0
2010-09-29,valle,cali (ct),miercoles,17:15:00,santa elena e10,urbana,casas de habitacion,articulo 206. acto sexual violento,no reportado,a pie,a pie,14,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-09-30,valle,cali (ct),jueves,00:00:00,cristobal colon e10,urbana,hogar de paso,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,53,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-09-30,valle,cali (ct),jueves,11:00:00,el retiro e15,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-09-30,valle,cali (ct),jueves,15:30:00,el lido e19,urbana,parques,articulo 218. pornografia con menores,no reportado,no reportado,no reportado,16,femenino,union libre,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-01,valle,cali (ct),viernes,16:00:00,charco azul e13,urbana,vias publicas,articulo 205. acceso carnal violento,no reportado,a pie,a pie,15,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-01,valle,cali (ct),viernes,19:00:00,ciudad talanga e21,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-03,valle,cali (ct),domingo,21:45:00,el jardin e11,urbana,vias publicas,articulo 205. acceso carnal violento,no reportado,no reportado,no reportado,4,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-04,valle,cali (ct),lunes,00:00:00,altos de menga e2,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,27,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-10-04,valle,cali (ct),lunes,05:00:00,el refugio e19,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,8,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-04,valle,cali (ct),lunes,08:30:00,bolivariano e4,urbana,dentro de la vivienda,articulo 210 a. acoso sexual,no reportado,a pie,a pie,30,femenino,soltero,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-10-06,valle,cali (ct),miercoles,00:00:00,bellavista e19,urbana,dentro de la vivienda,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,10,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-07,valle,cali (ct),jueves,00:00:00,calimio desepaz e21,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-10-09,valle,cali (ct),sabado,21:00:00,via jamundi e22,urbana,casas de habitacion,articulo 205. acceso carnal violento,contundentes,a pie,a pie,32,femenino,union libre,colombia,empleado particular,no reportado,tecnico,76001000,1.0
2010-10-10,valle,cali (ct),domingo,00:00:00,el calvario e3,urbana,casas de habitacion,articulo 206. acto sexual violento,contundentes,a pie,a pie,31,masculino,soltero,no reportado,independiente,no reportado,primaria,76001000,1.0
2010-10-11,valle,cali (ct),lunes,00:00:00,terron colorado e1,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,6,femenino,soltero,colombia,no reporta,no reportado,analfabeta,76001000,1.0
2010-10-11,valle,cali (ct),lunes,00:00:00,terron colorado e1,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,6,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-10-11,valle,cali (ct),lunes,09:40:00,alameda e9,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,5,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-11,valle,cali (ct),lunes,18:30:00,granada e2,urbana,apartamento,articulo 207. acceso carnal o acto sexual en persona puesta en incapacidad de resistir,no reportado,a pie,a pie,20,masculino,soltero,colombia,empleado particular,no reportado,secundaria,76001000,1.0
2010-10-12,valle,cali (ct),martes,10:10:00,jose m. marroquin ii e14,urbana,"colegios, escuelas",articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,30,masculino,soltero,colombia,independiente,no reportado,superior,76001000,1.0
2010-10-12,valle,cali (ct),martes,19:45:00,inv. brisas de comuneros  e15,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,31,femenino,soltero,colombia,independiente,no reportado,analfabeta,76001000,1.0
2010-10-13,valle,cali (ct),miercoles,00:00:00,cgto montebello e1,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,no reportado,no reportado,5,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-10-13,valle,cali (ct),miercoles,00:00:00,el calvario e3,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,6,femenino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-15,valle,cali (ct),viernes,15:45:00,mariano ramos e16,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,40,femenino,soltero,colombia,independiente,no reportado,superior,76001000,1.0
2010-10-15,valle,cali (ct),viernes,18:00:00,porvenir e4,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,38,femenino,soltero,colombia,independiente,no reportado,primaria,76001000,1.0
2010-10-15,valle,cali (ct),viernes,19:30:00,inv. nueve de enero e14,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,4,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-10-15,valle,cali (ct),viernes,22:30:00,la nueva base e8,urbana,casas de habitacion,articulo 208. acceso carnal abusivo con menor de 14 anos,arma blanca,a pie,a pie,4,femenino,soltero,colombia,desempleado,no reportado,analfabeta,76001000,1.0
2010-10-16,valle,cali (ct),sabado,00:00:00,cristobal colon e10,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,7,masculino,soltero,colombia,estudiante,no reportado,primaria,76001000,1.0
2010-10-16,valle,cali (ct),sabado,00:00:00,siloe e20,urbana,vias publicas,articulo 208. acceso carnal abusivo con menor de 14 anos,no reportado,a pie,a pie,12,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-18,valle,cali (ct),lunes,00:00:00,petecuy iii e6,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,25,femenino,soltero,colombia,independiente,no reportado,secundaria,76001000,1.0
2010-10-19,valle,cali (ct),martes,07:30:00,ciudadela del rio e21,urbana,"colegios, escuelas",articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,13,femenino,soltero,colombia,estudiante,no reportado,secundaria,76001000,1.0
2010-10-19,valle,cali (ct),martes,10:00:00,,urbana,casas de habitacion,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,33,femenino,union libre,colombia,ama de casa,no reportado,secundaria,76001000,1.0
2010-10-19,valle,cali (ct),martes,14:30:00,villa del prado e5,urbana,vias publicas,articulo 209. actos sexuales con menor de 14 anos,no reportado,a pie,a pie,31,femenino,union libre,colombia,ama de casa,no reportado,tecnico,76001000,1.0
